Matrix,Group,Distribution,AIC,Parameters
S,Day_3,gamma,141.88431059661656,"(19.903259034992026, 10.5638242540812, 1.402028366575728)"
S,Day_3,weibull_min,142.34735098197004,"(2.465074336021824, 23.663570377941866, 16.650069928500024)"
S,Day_3,beta,143.89110553057657,"(17.173763868238687, 6146320.847903261, 12.3720598686401, 9342019.094832573)"
S,Day_3,expon,150.92434141197617,"(26.30818865044764, 12.160568231946023)"
S,Day_3,lognorm,182.0532150781804,"(6.869337619315073, 26.308188650447637, 1.3854080521552747)"
,,,,
S,Day_3,Results for Stop 5,,
S,Day_3,lognorm,108.27769371856685,"(0.4609810662823164, 31.558927953119444, 5.993349279300006)"
S,Day_3,beta,113.23160567472435,"(2.4959693569870707, 4428315062188.4375, 32.84426361953565, 9824593731547.68)"
S,Day_3,expon,113.38309724393861,"(33.36221657912045, 4.974672096509394)"
S,Day_3,norm,126.22161872823257,"(38.336888675629844, 4.4419790447877725)"
S,Day_3,poisson,127.0092935320414,"(38.19047619047619,)"
S,Day_3,gamma,160.0015846480093,"(0.13413220143302215, 33.36221657912044, 2.9312998069923872)"
S,Day_3,weibull_min,inf,"(0.7264794252470804, 37.16520360512629, 2.468041625719251)"
,,,,
S,Day_3,Results for Stop 19,,
S,Day_3,beta,26.312835864310934,"(1.9748327754692654, 0.36217040090372465, 34.74772487204647, 3.252518743961908)"
S,Day_3,norm,42.87817900023599,"(37.01040797295152, 0.6106278403638828)"
S,Day_3,lognorm,44.9405246641226,"(0.0017262003284272925, -315.1300139801938, 352.1402493710516)"
S,Day_3,gamma,46.16048471247775,"(344.71778660776886, 25.11011096062728, 0.034502667448765456)"
S,Day_3,expon,68.59225661157969,"(35.29798232714536, 1.7124256458061566)"
S,Day_3,weibull_min,71.41790417743707,"(0.9345133714558553, 35.297982327145355, 1.185461131425479)"
S,Day_3,poisson,116.66159179509145,"(36.80952380952381,)"
,,,,
S,Day_4,Results for Stop 15,,
S,Day_4,lognorm,170.42650507231505,"(0.44852562831054676, 13.172016700708703, 27.052220479385298)"
S,Day_4,gamma,172.44244423207587,"(3.14692444660162, 18.055897015180946, 8.047525617802123)"
S,Day_4,beta,174.47419966763013,"(2.8992308565057883, 10829442643743.045, 18.46161225447379, 93746642347078.38)"
S,Day_4,expon,175.92743420170106,"(21.326476855289343, 22.054360515257336)"
S,Day_4,norm,182.3480647167009,"(43.38083737054668, 16.902202857801363)"
S,Day_4,poisson,232.96673272264923,"(43.23809523809524,)"
S,Day_4,weibull_min,inf,"(0.8833564430740168, 35.75509288499699, 12.611560740783524)"
,,,,
S,Day_4,Results for Stop 4,,
S,Day_4,gamma,83.80434984564532,"(0.5037484057365009, 36.590530909235035, 10.08762068708279)"
S,Day_4,beta,85.44761010952834,"(0.1016147083441497, 0.6751255208679199, 36.590530909235035, 42.30073874984329)"
S,Day_4,weibull_min,91.89615248937508,"(0.6190236692929716, 36.590530909235035, 7.957164937221668)"
S,Day_4,lognorm,107.84554431724627,"(1.6354304027070774, 36.556189639622346, 1.67209273978008)"
S,Day_4,expon,119.73030105692919,"(36.59053090923504, 5.7862438962904434)"
S,Day_4,norm,159.4992736725581,"(42.376774805525486, 9.810224181549543)"
S,Day_4,poisson,160.94001868098684,"(42.23809523809524,)"
,,,,
S,Day_4,Results for Stop 10,,
S,Day_4,beta,30.91629482685022,"(0.125775856066643, 0.9711505052519853, 37.10668808356534, 38.42557263360881)"
S,Day_4,gamma,31.22900727300711,"(0.2870661786450739, 37.10668808356534, 9.814398708236148)"
S,Day_4,weibull_min,39.35935840683672,"(0.356568442523702, 37.10668808356534, 8.515177971348546)"
S,Day_4,lognorm,57.866700426899236,"(2.706634238583929, 37.10649219714949, 0.3391658226730243)"
S,Day_4,expon,105.78246010049423,"(37.106688083565345, 4.151176994458858)"
S,Day_4,poisson,153.58987102932286,"(41.142857142857146,)"
S,Day_4,norm,154.70249968485248,"(41.2578650780242, 8.751422172799948)"
,,,,
S,Day_4,Results for Stop 12,,
S,Day_4,weibull_min,66.92449448960356,"(0.6184111106028568, 36.73940319559147, 5.581079116768749)"
S,Day_4,gamma,68.48565171873366,"(0.6109566654655006, 36.73940319559147, 9.302167162056747)"
S,Day_4,lognorm,76.46684450022667,"(1.6307325078314006, 36.722186065582335, 0.7944611892381572)"
S,Day_4,beta,96.89030869652771,"(0.025924809734093748, 0.2059237832930048, 36.73940319559147, 31.760347971718176)"
S,Day_4,expon,98.46723852374409,"(36.73940319559148, 3.487621428855114)"
S,Day_4,poisson,144.6287252943132,"(40.142857142857146,)"
S,Day_4,norm,148.10221664277387,"(40.22702462444659, 7.4787571738784955)"
,,,,
S,Day_4,Results for Stop 20,,
S,Day_4,poisson,147.35385795572122,"(40.19047619047619,)"
S,Day_4,norm,148.25432426353387,"(40.185678054901096, 7.5058914209549785)"
S,Day_4,lognorm,148.72741323197104,"(0.15516561735411163, -7.030344158926113, 46.646403599192695)"
S,Day_4,gamma,148.8993131844528,"(24.226417240856822, 3.9135371808165353, 1.4972144614370315)"
S,Day_4,expon,163.57575876552718,"(23.75051993901309, 16.435158115888008)"
S,Day_4,beta,inf,"(3.2807055065905377, 19.577541419355118, 30.98532195296331, 71.21839735479261)"
S,Day_4,weibull_min,inf,"(0.772168546174762, 34.5042109348478, 5.6160626185934905)"
,,,,
S,Day_4,Results for Stop 6,,
S,Day_4,beta,95.5748277320704,"(0.3696981011860674, 35.62500223307504, 34.48639168873227, 393.9891649704364)"
S,Day_4,lognorm,113.62650241625082,"(0.7444075455083149, 33.854919338171996, 4.2154812238908494)"
S,Day_4,expon,116.09815353149817,"(34.486391688732276, 5.306877683901597)"
S,Day_4,poisson,140.8877985695815,"(39.666666666666664,)"
S,Day_4,norm,145.24979226365957,"(39.79326937263387, 6.987702083560352)"
S,Day_4,gamma,168.9303717715459,"(0.16737737337496883, 34.48639168873227, 2.376263843830077)"
S,Day_4,weibull_min,inf,"(0.7507223739318284, 37.226803907668675, 4.219443850553967)"
,,,,
S,Day_4,Results for Stop 17,,
S,Day_4,beta,90.77864303195042,"(0.16559153836729767, 0.5881695784644488, 34.35505188096412, 17.56463862950067)"
S,Day_4,expon,113.14523682712192,"(34.355051880964126, 4.946578447909189)"
S,Day_4,lognorm,114.94834120409026,"(0.6617175208688111, 33.18496009777039, 4.89387068514974)"
S,Day_4,weibull_min,115.12374609271771,"(1.0898653039394977, 34.328673533503476, 5.128158135611242)"
S,Day_4,gamma,115.24891658147313,"(1.2056675488853508, 34.291059816109495, 4.155830706281687)"
S,Day_4,norm,126.3995371693625,"(39.301630328873316, 4.46083586122883)"
S,Day_4,poisson,127.85995909915941,"(39.142857142857146,)"
,,,,
S,Day_4,Results for Stop 8,,
S,Day_4,norm,169.778625261282,"(39.21170895763252, 12.53057417729951)"
S,Day_4,gamma,171.80341043333465,"(3222.0976329917885, -673.1618225883246, 0.22108577741376834)"
S,Day_4,weibull_min,173.39181223948472,"(4.421476117554007, -14.125078688165738, 58.05060554029808)"
S,Day_4,beta,173.77808873749512,"(255842.47530668648, 123246.0450599574, -11076.474274337117, 16470.404087444043)"
S,Day_4,expon,197.165990881605,"(2.643097606636161, 36.568611350996356)"
S,Day_4,poisson,216.03343649814443,"(39.23809523809524,)"
S,Day_4,lognorm,241.69131230836274,"(4.73881357634516, 2.643097606314572, 1.863663069842321)"
,,,,
S,Day_4,Results for Stop 14,,
S,Day_4,poisson,140.53368088131043,"(38.904761904761905,)"
S,Day_4,beta,141.32252016074716,"(6.475394533934736, 6188320685462.054, 23.006884646870702, 15295968391912.625)"
S,Day_4,norm,144.43070642140572,"(38.938216921702725, 6.852747830141007)"
S,Day_4,expon,149.9502475580471,"(27.05643977477291, 11.881777146929814)"
S,Day_4,lognorm,183.8784049110152,"(6.458694260614703, 27.056439774772905, 1.6267269835934313)"
S,Day_4,gamma,267.8902240171872,"(0.23679645571420704, 27.056439774772905, 2.9424752436520203)"
S,Day_4,weibull_min,inf,"(0.9319656626806776, 36.18107647100157, 5.159628170893026)"
,,,,
S,Day_4,Results for Stop 1,,
S,Day_4,norm,160.89874215257183,"(38.700204485764324, 10.142614485766684)"
S,Day_4,lognorm,162.1752713490171,"(0.06941104271690907, -105.2766541649165, 143.62842491676213)"
S,Day_4,gamma,162.28637460800402,"(128.26521922551171, -74.80282850473088, 0.8849070839858924)"
S,Day_4,beta,164.30263095782442,"(105.96448387982275, 5231.697084667622, -65.19144186069386, 5232.08540212183)"
S,Day_4,poisson,173.30476063527482,"(38.523809523809526,)"
S,Day_4,expon,186.12504295218147,"(10.584999112351852, 28.115205373412472)"
S,Day_4,weibull_min,inf,"(0.5795030344801767, 36.23146774050413, 1.7881333917024218)"
,,,,
S,Day_4,Results for Stop 7,,
S,Day_4,poisson,139.5428838252019,"(38.476190476190474,)"
S,Day_4,norm,141.47446502582216,"(38.65923307286986, 6.386989400461261)"
S,Day_4,lognorm,141.86316824475682,"(0.17180796772931814, 2.3472444541269146, 35.77597747681933)"
S,Day_4,gamma,142.02788665446786,"(19.59330282510672, 10.870080247836128, 1.4182985417979177)"
S,Day_4,beta,144.02901984960067,"(18.65740057709757, 4838296.548234768, 11.464707060000789, 7052924.50684881)"
S,Day_4,expon,155.22970210239544,"(25.185970210183115, 13.473262862686745)"
S,Day_4,weibull_min,inf,"(1.2459449997445688, 32.0617947395081, 7.526344921088443)"
,,,,
S,Day_4,Results for Stop 9,,
S,Day_4,norm,165.51447624144262,"(38.61872129110162, 11.320828220442753)"
S,Day_4,gamma,168.0809779011094,"(321.1969656267913, -171.80442757745539, 0.6548019318626515)"
S,Day_4,weibull_min,168.95980777252288,"(5.320690393932336, -18.925275583358037, 61.92080017183187)"
S,Day_4,beta,169.33146276000596,"(7461.114818971688, 275.4623706038134, -5127.066483177077, 5356.400839957048)"
S,Day_4,expon,196.92033495527699,"(2.263373649952314, 36.35534764114931)"
S,Day_4,poisson,207.15964432814158,"(38.42857142857143,)"
S,Day_4,lognorm,241.95912190919398,"(4.734020931848188, 2.2633736496192043, 1.782356653441635)"
,,,,
S,Day_4,Results for Stop 18,,
S,Day_4,norm,156.39718627290344,"(38.448431397234216, 9.111760136313904)"
S,Day_4,lognorm,157.858739621547,"(0.08629581930962499, -66.18414227334092, 104.24249832016771)"
S,Day_4,gamma,157.92061643740863,"(76.39993866095358, -40.6416314534315, 1.0352110970189452)"
S,Day_4,beta,159.92910939041653,"(59.69350920027172, 4582171.6781619415, -31.793558513744777, 5392280.439703378)"
S,Day_4,poisson,161.72416198835316,"(38.333333333333336,)"
S,Day_4,expon,174.2763421433241,"(17.24424523940752, 21.204186157826697)"
S,Day_4,weibull_min,inf,"(2.2198920997533698, 21.98662083977944, 19.45479864007087)"
,,,,
S,Day_4,Results for Stop 11,,
S,Day_4,poisson,139.97194195506444,"(38.142857142857146,)"
S,Day_4,gamma,142.9566855373325,"(18.975498497398156, 10.320677641996667, 1.4742664588874517)"
S,Day_4,norm,143.087113455094,"(38.295615995444564, 6.636995699481181)"
S,Day_4,expon,156.92628587917457,"(24.26696069768991, 14.028655297754653)"
S,Day_4,lognorm,190.36689131339384,"(7.479409024247202, 24.266960697689903, 5.4176412390282325)"
S,Day_4,beta,inf,"(0.4396181095936681, 4.595493473544565, 34.5530926905955, 58.07933738273523)"
S,Day_4,weibull_min,inf,"(1.5898219512437604, 29.9736890602871, 9.85269991869503)"
,,,,
S,Day_4,Results for Stop 16,,
S,Day_4,lognorm,117.6403489455628,"(0.252530329603326, 24.06583210524378, 13.672556584220711)"
S,Day_4,gamma,118.16721734868881,"(9.649527320027191, 26.939786379972205, 1.1661471973415765)"
S,Day_4,norm,119.7566185200175,"(38.192557604536816, 3.8082563427331535)"
S,Day_4,beta,120.17914901152287,"(8.787023515663982, 8612738.062312018, 27.321345172363706, 10667374.147451557)"
S,Day_4,poisson,124.71106824008265,"(38.04761904761905,)"
S,Day_4,expon,129.08204155981704,"(30.963245791927648, 7.229311812609168)"
S,Day_4,weibull_min,inf,"(0.9660122247267902, 35.179950620493976, 3.274535646832799)"
,,,,
S,Day_4,Results for Stop 19,,
S,Day_4,norm,41.42092881279308,"(37.296122258665804, 0.5898045679827002)"
S,Day_4,gamma,43.42241210983839,"(24817.076211707215, -55.62169327793333, 0.0037441011013967223)"
S,Day_4,lognorm,43.42295831854767,"(0.005231139158238729, -75.43938794728373, 112.7344374857403)"
S,Day_4,beta,45.420945678837775,"(792030.868663061, 875287.4391085369, -687.1680703558518, 1525.0824663717428)"
S,Day_4,weibull_min,45.75002218164483,"(4.355441760848611, 34.738898817207115, 2.7773287417755874)"
S,Day_4,expon,70.85367157327904,"(35.48896671721526, 1.8071555414505411)"
S,Day_4,poisson,116.83423815595545,"(37.095238095238095,)"
,,,,
S,Day_4,Results for Stop 13,,
S,Day_4,lognorm,169.76673598380228,"(0.28838978996573406, -5.936977898075506, 41.42335428920206)"
S,Day_4,gamma,169.91946092315592,"(5.549905493194693, 7.18770629558837, 5.418596942919168)"
S,Day_4,expon,170.469371605842,"(17.893682927377228, 19.366726541055876)"
S,Day_4,norm,171.39828567602464,"(37.2604094684331, 13.023233247750351)"
S,Day_4,beta,171.91950632592443,"(5.507587197978426, 2862216.7438118523, 7.277065787089365, 15582790.568927724)"
S,Day_4,poisson,204.20252566356632,"(37.04761904761905,)"
S,Day_4,weibull_min,inf,"(1.7089852921944249, 19.07061119653412, 21.754765636724425)"
,,,,
S,Day_4,Results for Stop 3,,
S,Day_4,norm,127.12541545183672,"(37.16834712669361, 4.5386017387378095)"
S,Day_4,poisson,128.21810541095962,"(37.0,)"
S,Day_4,gamma,128.33237203385437,"(75.30980046673139, -1.6534947925096133, 0.5154952138602635)"
S,Day_4,beta,130.3523928211026,"(55.742396310105725, 4563969.061114405, 3.4926559121155463, 2757589.9116546717)"
S,Day_4,expon,145.94142673099753,"(26.368221358024968, 10.800125768668643)"
S,Day_4,lognorm,180.1815524015857,"(6.677348875981645, 26.36822135802496, 1.2139085808625771)"
S,Day_4,weibull_min,inf,"(0.719500178754684, 36.23693585961123, 1.1344762335947838)"
,,,,
S,Day_4,Results for Stop 2,,
S,Day_4,poisson,144.42609150027766,"(36.80952380952381,)"
S,Day_4,lognorm,146.6396002293711,"(0.18551462890062442, -0.8864153091385087, 37.123310570543254)"
S,Day_4,gamma,147.08957255482395,"(16.32899686249188, 8.178457636109151, 1.758733305678772)"
S,Day_4,norm,148.118409747184,"(36.896816057531225, 7.48164116541808)"
S,Day_4,beta,149.11897372765026,"(13.442449593990503, 20965.462447341386, 10.43008714755134, 41358.984842896534)"
S,Day_4,expon,157.48350210525913,"(22.68080174354854, 14.216014313982686)"
S,Day_4,weibull_min,inf,"(1.5160470604223883, 29.31201250442868, 9.489616704228965)"
,,,,
S,Day_4,Results for Stop 5,,
S,Day_4,norm,115.65284154145135,"(36.67022200896319, 3.4537564192217425)"
S,Day_4,lognorm,117.6989010234266,"(0.007793733587809826, -404.49164303744976, 441.1610899956496)"
S,Day_4,gamma,117.90192880218902,"(453.77705175526376, -38.08573693654445, 0.16470730337846584)"
S,Day_4,weibull_min,118.51638543390747,"(4.137148257779433, 23.290862472947982, 14.629796816402827)"
S,Day_4,beta,119.59316279191847,"(7798.17526754625, 539.2774902951296, -1162.0041395246824, 1281.5682304971435)"
S,Day_4,poisson,123.03205752107358,"(36.523809523809526,)"
S,Day_4,expon,134.92322150242782,"(28.362216579120567, 8.30800542984262)"
,,,,
S,Day_4,Results for Stop 21,,
S,Day_4,beta,108.62687388413734,"(0.7618462107159216, 0.10195625480948191, 16.08148654338026, 24.593648143793764)"
S,Day_4,norm,132.8240643919016,"(35.37235538293848, 5.198141174163274)"
S,Day_4,poisson,133.39154655101584,"(35.285714285714285,)"
S,Day_4,gamma,136.69034647068312,"(322.2660782102662, -64.47375468935289, 0.30942210676028603)"
S,Day_4,expon,165.88583098457843,"(18.007913466735836, 17.364441916202644)"
S,Day_4,weibull_min,181.94098198903737,"(0.33384409220120237, 18.007913466735832, 1.4445772239228778)"
S,Day_4,lognorm,200.16917830235994,"(6.882839536717164, 18.007913466735832, 2.0635946987443363)"
,,,,
S,Day_5,Results for Stop 15,,
S,Day_5,lognorm,174.2252977896234,"(0.555345280674814, 17.103251121020925, 23.91700350009026)"
S,Day_5,gamma,176.77078338232377,"(2.08974361750734, 21.116766586393815, 11.679361352874064)"
S,Day_5,expon,177.2660635424295,"(22.755092884996998, 22.768601628406813)"
S,Day_5,beta,178.78931157840617,"(1.980363069728119, 30366342829000.0, 21.297816427346838, 374513261300695.25)"
S,Day_5,norm,190.84987178287372,"(45.52369451340381, 20.694499448129942)"
S,Day_5,poisson,275.00611883179903,"(45.38095238095238,)"
S,Day_5,weibull_min,inf,"(0.43439986101257266, 36.741080769539316, 16.195159991355585)"
,,,,
S,Day_5,Results for Stop 13,,
S,Day_5,gamma,196.67449227541456,"(6.136738055104411, -16.017834235739, 9.682847362070572)"
S,Day_5,beta,198.72150466273388,"(7.2741485628527665, 5252082.565408109, -19.702154601319723, 45442143.65339005)"
S,Day_5,norm,199.93122979835388,"(43.403266611290256, 25.68971578248511)"
S,Day_5,expon,204.04752089139373,"(0.32424195679459444, 43.07902465449566)"
S,Day_5,lognorm,231.10762242046388,"(7.77181238631338, 0.3242419567945944, 15.154058720733792)"
S,Day_5,poisson,415.6494934623073,"(43.19047619047619,)"
S,Day_5,weibull_min,inf,"(1.22939739275954, 16.750232494080297, 29.772833563415638)"
,,,,
S,Day_5,Results for Stop 8,,
S,Day_5,beta,134.38483598555524,"(0.5706438535307762, 1.3908525689741231, 28.947533118350602, 43.546780503487156)"
S,Day_5,lognorm,150.0207815978944,"(0.43305316266620963, 23.120355090635307, 17.23643682059048)"
S,Day_5,gamma,150.89088830366762,"(3.3464163539448695, 26.597516825285794, 4.637494579835888)"
S,Day_5,expon,154.27015592067707,"(28.947533118350606, 13.168937744043816)"
S,Day_5,norm,156.77614517401042,"(42.11647086239442, 9.194346026922894)"
S,Day_5,poisson,157.98907329120505,"(42.142857142857146,)"
S,Day_5,weibull_min,inf,"(0.8116382028486214, 34.74947686910162, 6.890526132423215)"
,,,,
S,Day_5,Results for Stop 20,,
S,Day_5,weibull_min,133.22256256651224,"(0.8108789947664461, 31.75051993901308, 7.286671331592423)"
S,Day_5,lognorm,138.5609936469201,"(0.6837727070021495, 30.20630846678268, 8.309559856702597)"
S,Day_5,expon,139.8405029423892,"(31.75051993901309, 9.339920020649899)"
S,Day_5,gamma,141.702648866925,"(1.306364744557753, 31.588477394990832, 7.2736103920706086)"
S,Day_5,beta,143.73508996013726,"(1.213925026939058, 2860093104.3558617, 31.64103166874923, 22596351914.500904)"
S,Day_5,norm,163.03177042572162,"(41.09043995966299, 10.671025712689486)"
S,Day_5,poisson,167.2592827213627,"(41.095238095238095,)"
,,,,
S,Day_5,Results for Stop 11,,
S,Day_5,lognorm,160.7604711831957,"(0.2934651612266771, 6.241951613974388, 32.79011648093103)"
S,Day_5,gamma,161.4799885184525,"(6.807736039460945, 13.425414795057463, 3.954006137663221)"
S,Day_5,beta,163.54845983009307,"(5.600813729893618, 59415928971980.94, 15.105130245756591, 268911139656129.44)"
S,Day_5,norm,164.8579166387416,"(40.343235043063615, 11.145232889668451)"
S,Day_5,expon,169.31283625126392,"(21.50252586204465, 18.840709181018966)"
S,Day_5,poisson,174.25836898651835,"(40.19047619047619,)"
S,Day_5,weibull_min,inf,"(0.8886415986056277, 34.553092690604466, 12.157972098186349)"
,,,,
S,Day_5,Results for Stop 10,,
S,Day_5,gamma,153.8346143147524,"(11.634384342589716, 11.5018761357642, 2.4675451950023906)"
S,Day_5,norm,155.7702121409039,"(40.21024603040517, 8.97675040306691)"
S,Day_5,beta,155.98131474501747,"(8.478264080383909, 7734671.606323343, 14.569901618938296, 23487329.338938765)"
S,Day_5,poisson,156.49958353735758,"(40.095238095238095,)"
S,Day_5,expon,166.42544128726036,"(22.6212688090029, 17.588977221402274)"
S,Day_5,lognorm,199.5085987771292,"(7.293875062182682, 22.621268809002892, 1.999987553810552)"
S,Day_5,weibull_min,inf,"(0.3197494542717792, 37.10668808356534, 12.195079400263953)"
,,,,
S,Day_5,Results for Stop 3,,
S,Day_5,gamma,74.25936158056432,"(0.4173353988187232, 36.12156292792249, 10.925237804475707)"
S,Day_5,beta,88.11973602850875,"(0.6806161185921912, 63.55085903255504, 36.12156292792249, 398.15107813256054)"
S,Day_5,weibull_min,90.9361850119529,"(0.7885569924805402, 36.12156292792249, 4.141325789568722)"
S,Day_5,lognorm,98.83130264201309,"(1.100466975267807, 35.9811544341091, 2.0048421060099595)"
S,Day_5,expon,104.21559633922766,"(36.1215629279225, 3.999165151152013)"
S,Day_5,poisson,140.33129920985368,"(39.95238095238095,)"
S,Day_5,norm,145.17596027752728,"(40.12072807907451, 6.975429161572598)"
,,,,
S,Day_5,Results for Stop 5,,
S,Day_5,lognorm,130.02076241815388,"(0.5869381398904427, 29.567898883406034, 7.899300358522176)"
S,Day_5,expon,135.90756836865475,"(31.165203605126468, 8.50501840383674)"
S,Day_5,beta,139.649156143467,"(1.8506180710572693, 7498935675258.107, 30.744732938464352, 34589353324319.246)"
S,Day_5,norm,167.53950671927387,"(39.67022200896321, 11.880034830918028)"
S,Day_5,poisson,173.13678743052424,"(39.523809523809526,)"
S,Day_5,gamma,266.01872578459177,"(0.08671027192565725, 31.165203605126464, 2.4382460426919144)"
S,Day_5,weibull_min,inf,"(0.7169819167708887, 35.183305907942874, 4.672988288713018)"
,,,,
S,Day_5,Results for Stop 1,,
S,Day_5,lognorm,138.74937007873737,"(0.49899526351607315, 26.190994544274314, 11.437786619602587)"
S,Day_5,gamma,141.9348385782724,"(2.4121077116329284, 28.270669625368843, 4.619930944085494)"
S,Day_5,expon,143.4703184887322,"(29.23146774050425, 10.183022459545803)"
S,Day_5,beta,144.02050961946048,"(2.141383775823771, 96765393707.1073, 28.468073941035186, 502687911643.0931)"
S,Day_5,poisson,157.43685404451531,"(39.23809523809524,)"
S,Day_5,norm,157.56872864258466,"(39.414490200050054, 9.369500325830597)"
S,Day_5,weibull_min,inf,"(0.8422387104283178, 33.03863883651294, 5.778119330812013)"
,,,,
S,Day_5,Results for Stop 6,,
S,Day_5,gamma,52.978545683284544,"(0.2877933451843617, 36.55652232428528, 11.455579410989632)"
S,Day_5,beta,54.815591620072766,"(0.2918016162621765, 50.17242637579123, 36.55652232428528, 465.57699279906626)"
S,Day_5,weibull_min,66.68846260864692,"(0.7003747707267016, 36.55652232428528, 2.67574229416917)"
S,Day_5,lognorm,77.55175413098432,"(1.1390414051444069, 36.48216298688679, 1.1670626791790886)"
S,Day_5,expon,87.91734421959588,"(36.55652232428529, 2.712937524539065)"
S,Day_5,poisson,134.90767722816662,"(39.142857142857146,)"
S,Day_5,norm,139.27863537617625,"(39.269459848824354, 6.061645856597277)"
,,,,
S,Day_5,Results for Stop 9,,
S,Day_5,gamma,83.72474672901784,"(0.6209335129039044, 35.506176743511226, 6.960846341160673)"
S,Day_5,beta,90.11172945704153,"(0.7171602559890706, 53.275265262367526, 35.506176743511226, 257.84928233400876)"
S,Day_5,weibull_min,96.44341949485914,"(0.8864867611924461, 35.506176743511226, 3.864125838588997)"
S,Day_5,lognorm,98.59416836740675,"(0.8533147316867067, 35.20447885527646, 2.5710456054457964)"
S,Day_5,expon,101.30706987004689,"(35.50617674351123, 3.7315921666380163)"
S,Day_5,poisson,131.12062184678246,"(39.04761904761905,)"
S,Day_5,norm,133.36935838405154,"(39.23776891014925, 5.26606964009349)"
,,,,
S,Day_5,Results for Stop 2,,
S,Day_5,weibull_min,97.80058884801613,"(0.7441546983593713, 34.681449841387824, 4.569397084196166)"
S,Day_5,beta,99.55198761664712,"(0.752060543678899, 55.06819674532073, 34.681449841387824, 312.4999061779839)"
S,Day_5,lognorm,109.61902284036093,"(0.7773152099306483, 33.99099880451611, 3.669681462813512)"
S,Day_5,expon,109.62333790996252,"(34.68144984138783, 4.548699549476716)"
S,Day_5,poisson,135.12018132948123,"(39.142857142857146,)"
S,Day_5,norm,139.70610702233986,"(39.23014939086455, 6.123655689286461)"
S,Day_5,gamma,178.52541741509845,"(0.27952674596126836, 34.681449841387824, 1.4098199243715164)"
,,,,
S,Day_5,Results for Stop 18,,
S,Day_5,lognorm,117.81769367043236,"(0.4727112182527765, 30.351900719068745, 7.335006398734217)"
S,Day_5,beta,122.65590384713356,"(2.443153780810607, 16364900715759.46, 31.83494828186744, 46409503690104.69)"
S,Day_5,expon,122.93361939360574,"(32.44170337177816, 6.244823263551254)"
S,Day_5,poisson,131.38658476412874,"(38.57142857142857,)"
S,Day_5,norm,134.45939019369595,"(38.686526635329415, 5.404529637894301)"
S,Day_5,gamma,220.7850480305696,"(0.19557046297288483, 32.441703371778154, 1.8477705594430192)"
S,Day_5,weibull_min,inf,"(0.876782433970753, 34.80468865598938, 3.241815335575957)"
,,,,
S,Day_5,Results for Stop 4,,
S,Day_5,gamma,76.63114590987355,"(0.5201237492328199, 35.3651091369038, 5.530406499925273)"
S,Day_5,weibull_min,88.13181616254128,"(0.7962305860800507, 35.3651091369038, 2.734156345420837)"
S,Day_5,lognorm,93.89898993541853,"(0.743373265069706, 34.96384903857182, 2.6391186823548534)"
S,Day_5,beta,94.96877428344497,"(0.9012083518434519, 56.15296339636954, 35.3651091369038, 215.5859657967951)"
S,Day_5,expon,96.11138439551107,"(35.365109136903804, 3.2973799543359803)"
S,Day_5,norm,124.39307928027999,"(38.662489091239784, 4.252739461330636)"
S,Day_5,poisson,126.40968665112028,"(38.523809523809526,)"
,,,,
S,Day_5,Results for Stop 7,,
S,Day_5,norm,165.56722760895198,"(38.6116140252508, 11.3350559432363)"
S,Day_5,gamma,167.56827170505156,"(18322.3759441679, -1495.8775918371734, 0.0837493721340691)"
S,Day_5,lognorm,167.57242255527976,"(0.009262614626734882, -1184.3767384980351, 1222.9163119650173)"
S,Day_5,weibull_min,169.22220427907283,"(4.233055790367455, -7.793865312999541, 50.613637389576894)"
S,Day_5,beta,169.5672238986538,"(1130977.2162820897, 1285727.1042116696, -16488.533709941, 35315.674280677966)"
S,Day_5,expon,192.11588259184833,"(6.185970210183115, 32.42564381506769)"
S,Day_5,poisson,196.26583165684647,"(38.42857142857143,)"
,,,,
S,Day_5,Results for Stop 21,,
S,Day_5,lognorm,95.97638281961818,"(0.5133148174837123, 33.81742353071019, 4.015707361354611)"
S,Day_5,weibull_min,98.47661599875006,"(0.8758626712654363, 34.86603406528253, 2.616541734652684)"
S,Day_5,expon,99.81741072060882,"(34.866034065282534, 3.6015594128940336)"
S,Day_5,beta,100.40241948633908,"(2.1920796268440084, 620834779145.2692, 34.57943520275873, 1114673150905.338)"
S,Day_5,norm,111.11976853481511,"(38.46759347817657, 3.1004031337943423)"
S,Day_5,poisson,122.5381324841347,"(38.38095238095238,)"
S,Day_5,gamma,151.9848792964462,"(0.5543809865725708, 34.86603406528253, 1.1508526509593917)"
,,,,
S,Day_5,Results for Stop 17,,
S,Day_5,poisson,139.52779649417545,"(38.23809523809524,)"
S,Day_5,norm,140.00752957478556,"(38.39686842411141, 6.167761575755191)"
S,Day_5,gamma,142.5752944595971,"(320.2631311949906, -75.17061050326436, 0.35444995387669687)"
S,Day_5,weibull_min,142.79642033924867,"(5.678411858706662, 5.957945728651811, 34.85710843889049)"
S,Day_5,beta,143.71598614887495,"(2110.002549382657, 122.40242698741423, -1160.807917742785, 1268.783286293969)"
S,Day_5,expon,170.27490261434912,"(19.119606692584796, 19.277261731526615)"
S,Day_5,lognorm,205.43958573816502,"(6.677182923800691, 19.119606692584792, 2.5651953165930768)"
,,,,
S,Day_5,Results for Stop 16,,
S,Day_5,poisson,132.4311248860236,"(38.04761904761905,)"
